Date,Name,SO
20230330,Corey Kluber,4
20230330,Zack Kelly,2
20230330,Ryan Brasier,0
20230330,Kaleb Ort,1
20230330,Josh Winckowski,1
20230330,Chris Martin,0
20230330,Kyle Gibson,3
20230330,Keegan Akin,2
20230330,Cionel Pérez,0
20230330,Bryan Baker,1
20230330,Logan Gillaspie,1
20230330,Félix Bautista,2
20230330,Marcus Stroman,8
20230330,Keegan Thompson,1
20230330,Brad Boxberger,1
20230330,Michael Fulmer,2
20230330,Corbin Burnes,3
20230330,Peter Strzelecki,0
20230330,Gus Varland,1
20230330,Javy Guerra,1
20230330,Hunter Greene,8
20230330,Fernando Cruz,0
20230330,Alex Young,1
20230330,Derek Law,1
20230330,Buck Farmer,1
20230330,Ian Gibaut,0
20230330,Mitch Keller,8
20230330,Dauri Moreta,3
20230330,Rob Zastryzny,1
20230330,Colin Holderman,1
20230330,David Bednar,2
20230330,Framber Valdez,4
20230330,Bryan Abreu,1
20230330,Hector Neris,2
20230330,Rafael Montero,1
20230330,Ryan Pressly,1
20230330,Dylan Cease,10
20230330,Aaron Bummer,2
20230330,Kendall Graveman,0
20230330,Reynaldo López,1
20230330,Zack Greinke,4
20230330,Amir Garrett,1
20230330,Dylan Coleman,0
20230330,Jose Cuas,3
20230330,Carlos Hernández,1
20230330,Pablo López,8
20230330,Caleb Thielbar,1
20230330,Jorge López,1
20230330,Griffin Jax,0
20230330,Jhoan Duran,1
20230330,Julio Urías,6
20230330,Phil Bickford,1
20230330,Shelby Miller,1
20230330,Yency Almonte,0
20230330,Zac Gallen,7
20230330,Cole Sulser,0
20230330,Kyle Nelson,2
20230330,Carlos Vargas,2
20230330,Kevin Ginkel,1
20230330,Sandy Alcantara,2
20230330,Andrew Nardi,0
20230330,Tanner Scott,0
20230330,JT Chargois,0
20230330,Huascar Brazoban,3
20230330,Max Scherzer,6
20230330,Drew Smith,2
20230330,Brooks Raley,2
20230330,David Robertson,2
20230330,Gerrit Cole,11
20230330,Wandy Peralta,2
20230330,Jonathan Loáisiga,0
20230330,Ron Marinaccio,3
20230330,Logan Webb,12
20230330,John Brebbia,3
20230330,Tyler Rogers,1
20230330,Kyle Muller,3
20230330,Zach Jackson,1
20230330,Domingo Acevedo,2
20230330,Trevor May,1
20230330,Dany Jiménez,1
20230330,Shohei Ohtani,10
20230330,Jimmy Herget,1
20230330,Aaron Loup,1
20230330,Ryan Tepera,0
20230330,Blake Snell,9
20230330,Nabil Crismatt,2
20230330,Domingo Tapia,4
20230330,Steven Wilson,2
20230330,Germán Márquez,5
20230330,Dinelson Lamet,2
20230330,Justin Lawrence,3
20230330,Jake Bird,0
20230330,Luis Castillo,6
20230330,Matt Brash,2
20230330,Paul Sewald,1
20230330,Andrés Muñoz,0
20230330,Shane Bieber,3
20230330,Trevor Stephan,1
20230330,James Karinchak,0
20230330,Enyel De Los Santos,1
20230330,Miles Mikolas,6
20230330,Zack Thompson,3
20230330,Drew VerHagen,1
20230330,Andre Pallante,0
20230330,Jordan Hicks,1
20230330,Ryan Helsley,0
20230330,Alek Manoah,3
20230330,Zach Pop,1
20230330,Erik Swanson,2
20230330,Tim Mayza,0
20230330,Anthony Bass,0
20230330,Adam Cimber,0
20230330,Yimi García,0
20230330,Jordan Romano,2
20230330,Shane McClanahan,6
20230330,Colin Poche,0
20230330,Jason Adam,0
20230330,Pete Fairbanks,0
20230330,Eduardo Rodriguez,5
20230330,Jason Foley,0
20230330,Chasen Shreve,2
20230330,Mason Englert,0
20230330,Jacob deGrom,7
20230330,Cole Ragans,0
20230330,Brock Burke,3
20230330,Jonathan Hernández,2
20230330,José Leclerc,1
20230330,Aaron Nola,4
20230330,Gregory Soto,0
20230330,Connor Brogdon,1
20230330,Andrew Vasquez,0
20230330,Andrew Bellatti,2
20230330,Matt Strahm,1
20230330,Patrick Corbin,3
20230330,Erasmo Ramírez,1
20230330,Mason Thompson,3
20230330,Hunter Harvey,0
20230330,Kyle Finnegan,0
20230330,Max Fried,2
20230330,Lucas Luetge,0
20230330,Jesse Chavez,1
20230330,Dylan Lee,0
20230330,Collin McHugh,1
20230330,A.J. Minter,1
20230331,Cristian Javier,6
20230331,Phil Maton,1
20230331,Seth Martinez,0
20230331,Bryan Abreu,3
20230331,Rafael Montero,1
20230331,Lance Lynn,6
20230331,Jimmy Lambert,0
20230331,Kendall Graveman,0
20230331,Jake Diekman,0
20230331,José Ruiz,2
20230331,Dustin May,4
20230331,Alex Vesia,0
20230331,Evan Phillips,0
20230331,Caleb Ferguson,1
20230331,Merrill Kelly,4
20230331,Drey Jameson,5
20230331,Scott McGough,0
20230331,Andrew Chafin,0
20230331,Jesús Luzardo,5
20230331,JT Chargois,1
20230331,Dylan Floro,0
20230331,A.J. Puk,2
20230331,David Peterson,5
20230331,Tommy Hunter,0
20230331,John Curtiss,0
20230331,Nick Martinez,5
20230331,Tim Hill,1
20230331,Luis García,2
20230331,Kyle Freeland,1
20230331,Brent Suter,1
20230331,Brad Hand,1
20230331,Pierce Johnson,2
20230331,Robbie Ray,3
20230331,Trevor Gott,0
20230331,Penn Murfee,0
20230331,Chris Flexen,1
20230331,Hunter Gaddis,4
20230331,Nick Sandlin,1
20230331,Eli Morgan,3
20230331,Enyel De Los Santos,1
20230331,Trevor Stephan,2
20230331,Emmanuel Clase,2
20230401,Chris Sale,6
20230401,Zack Kelly,0
20230401,Josh Winckowski,2
20230401,John Schreiber,0
20230401,Chris Martin,1
20230401,Kenley Jansen,2
20230401,Dean Kremer,3
20230401,Mike Baumann,0
20230401,Danny Coulombe,1
20230401,Austin Voth,1
20230401,Cionel Pérez,2
20230401,Logan Gillaspie,0
20230401,Keegan Akin,0
20230401,Félix Bautista,1
20230401,Justin Steele,8
20230401,Javier Assad,2
20230401,Michael Fulmer,1
20230401,Michael Rucker,0
20230401,Mark Leiter Jr.,2
20230401,Brandon Woodruff,8
20230401,Peter Strzelecki,1
20230401,Matt Bush,0
20230401,Devin Williams,1
20230401,Nick Lodolo,9
20230401,Ian Gibaut,0
20230401,Buck Farmer,1
20230401,Reiver Sanmartin,0
20230401,Alexis Díaz,2
20230401,Rich Hill,7
20230401,Chase De Jong,1
20230401,Jose Hernandez,0
20230401,José Urquidy,5
20230401,Ronel Blanco,4
20230401,Ryne Stanek,1
20230401,Hector Neris,2
20230401,Lucas Giolito,6
20230401,Jimmy Lambert,1
20230401,Joe Kelly,1
20230401,José Ruiz,0
20230401,Gregory Santos,0
20230401,Jordan Lyles,2
20230401,Ryan Yarbrough,0
20230401,Taylor Clarke,3
20230401,Aroldis Chapman,3
20230401,Sonny Gray,1
20230401,Jorge Alcala,0
20230401,Griffin Jax,0
20230401,Caleb Thielbar,3
20230401,Jorge López,1
20230401,Clayton Kershaw,9
20230401,Andre Jackson,1
20230401,Madison Bumgarner,2
20230401,Kevin Ginkel,1
20230401,Cole Sulser,2
20230401,Carlos Vargas,2
20230401,Edward Cabrera,2
20230401,Andrew Nardi,1
20230401,Matt Barnes,1
20230401,Braxton Garrett,1
20230401,Tylor Megill,7
20230401,Dennis Santana,2
20230401,Drew Smith,0
20230401,Brooks Raley,0
20230401,Adam Ottavino,2
20230401,David Robertson,1
20230401,Clarke Schmidt,5
20230401,Wandy Peralta,2
20230401,Michael King,3
20230401,Albert Abreu,3
20230401,Clay Holmes,0
20230401,Jimmy Cordero,0
20230401,Alex Cobb,6
20230401,Jakob Junis,2
20230401,John Brebbia,0
20230401,Taylor Rogers,0
20230401,Camilo Doval,1
20230401,Shintaro Fujinami,4
20230401,Adam Oller,3
20230401,Jeurys Familia,0
20230401,Sam Moll,0
20230401,Patrick Sandoval,2
20230401,Tucker Davidson,3
20230401,Michael Wacha,2
20230401,Steven Wilson,2
20230401,Tim Hill,0
20230401,Josh Hader,2
20230401,José Ureña,0
20230401,Ty Blach,0
20230401,Jake Bird,2
20230401,Dinelson Lamet,2
20230401,Logan Gilbert,7
20230401,Diego Castillo,1
20230401,Gabe Speier,1
20230401,Matt Festa,0
20230401,Aaron Civale,3
20230401,James Karinchak,2
20230401,Emmanuel Clase,1
20230401,Jack Flaherty,4
20230401,Drew VerHagen,2
20230401,Andre Pallante,0
20230401,Jordan Hicks,0
20230401,Ryan Helsley,2
20230401,Kevin Gausman,7
20230401,Adam Cimber,0
20230401,Erik Swanson,1
20230401,Zach Eflin,5
20230401,Kevin Kelly,1
20230401,Garrett Cleavinger,2
20230401,Calvin Faucher,2
20230401,Spencer Turnbull,3
20230401,Trey Wingenter,1
20230401,Tyler Alexander,7
20230401,Garrett Hill,3
20230401,José Cisnero,1
20230401,Nathan Eovaldi,6
20230401,Dane Dunning,0
20230401,Taylor Hearn,1
20230401,Zack Wheeler,7
20230401,Yunior Marte,2
20230401,José Alvarado,2
20230401,Seranthony Domínguez,0
20230401,Andrew Bellatti,0
20230401,Craig Kimbrel,1
20230401,Josh Harrison,0
20230401,Josiah Gray,4
20230401,Anthony Banda,1
20230401,Thaddeus Ward,2
20230401,Hobie Harris,1
20230401,Spencer Strider,9
20230401,Nick Anderson,1
20230401,Joe Jiménez,1
20230401,Kirby Yates,0
20230402,Tanner Houck,5
20230402,John Schreiber,2
20230402,Richard Bleier,2
20230402,Chris Martin,0
20230402,Kaleb Ort,1
20230402,Cole Irvin,4
20230402,Bryan Baker,2
20230402,Keegan Akin,0
20230402,Mike Baumann,1
20230402,Jameson Taillon,2
20230402,Mark Leiter Jr.,2
20230402,Julian Merryweather,0
20230402,Michael Rucker,3
20230402,Adbert Alzolay,3
20230402,Eric Lauer,6
20230402,Joel Payamps,1
20230402,Javy Guerra,0
20230402,Hoby Milner,0
20230402,Gus Varland,1
20230402,Graham Ashcraft,6
20230402,Alex Young,0
20230402,Derek Law,0
20230402,Alexis Díaz,1
20230402,Vince Velasquez,3
20230402,Rob Zastryzny,1
20230402,Wil Crowe,0
20230402,Duane Underwood Jr.,2
20230402,Luis Garcia,4
20230402,Phil Maton,2
20230402,Seth Martinez,1
20230402,Mike Clevinger,8
20230402,Gregory Santos,1
20230402,Aaron Bummer,0
20230402,Kendall Graveman,2
20230402,Reynaldo López,1
20230402,Brad Keller,6
20230402,Amir Garrett,0
20230402,Dylan Coleman,1
20230402,Jose Cuas,2
20230402,Scott Barlow,0
20230402,Joe Ryan,6
20230402,Jovani Moran,2
20230402,Jorge López,0
20230402,Emilio Pagán,1
20230402,Noah Syndergaard,6
20230402,Caleb Ferguson,0
20230402,Evan Phillips,0
20230402,Brusdar Graterol,0
20230402,Zach Davies,4
20230402,Kyle Nelson,2
20230402,Miguel Castro,2
20230402,Andrew Chafin,2
20230402,Scott McGough,1
20230402,Trevor Rogers,4
20230402,Huascar Brazoban,2
20230402,Tanner Scott,1
20230402,Matt Barnes,0
20230402,Kodai Senga,8
20230402,Dennis Santana,2
20230402,John Curtiss,1
20230402,Stephen Nogosek,1
20230402,Jhony Brito,6
20230402,Jimmy Cordero,2
20230402,Ron Marinaccio,3
20230402,Colten Brewer,1
20230402,Ross Stripling,3
20230402,Sean Hjelle,3
20230402,Scott Alexander,0
20230402,Ken Waldichuk,4
20230402,Zach Jackson,1
20230402,Adrián Martinez,1
20230402,Tyler Anderson,4
20230402,Andrew Wantz,2
20230402,Carlos Estévez,3
20230402,Seth Lugo,7
20230402,Luis García,2
20230402,Josh Hader,1
20230402,Austin Gomber,4
20230402,Brent Suter,1
20230402,Marco Gonzales,1
20230402,Trevor Gott,1
20230402,Matt Brash,1
20230402,Andrés Muñoz,1
20230402,Paul Sewald,0
20230402,Penn Murfee,1
20230402,Gabe Speier,1
20230402,Cal Quantrill,3
20230402,Tim Herrin,4
20230402,Nick Sandlin,1
20230402,Eli Morgan,1
20230402,Enyel De Los Santos,1
20230402,Trevor Stephan,1
20230402,Jordan Montgomery,3
20230402,Chris Stratton,1
20230402,Packy Naughton,2
20230402,Chris Bassitt,0
20230402,Zach Pop,0
20230402,Trevor Richards,3
20230402,Anthony Bass,0
20230402,Tim Mayza,0
20230402,Jeffrey Springs,12
20230402,Colin Poche,0
20230402,Ryan Thompson,1
20230402,Jalen Beeks,1
20230402,Joey Wentz,3
20230402,Jason Foley,1
20230402,Alex Lange,0
20230402,Chasen Shreve,0
20230402,Martín Pérez,7
20230402,Brock Burke,0
20230402,Jonathan Hernández,1
20230402,Will Smith,0
20230402,Bailey Falter,3
20230402,Andrew Bellatti,0
20230402,Connor Brogdon,1
20230402,Gregory Soto,2
20230402,MacKenzie Gore,6
20230402,Hunter Harvey,0
20230402,Erasmo Ramírez,0
20230402,Carl Edwards Jr.,0
20230402,Kyle Finnegan,0
20230402,Jared Shuster,1
20230402,Michael Tonkin,2
20230402,Jesse Chavez,1
20230403,Kutter Crawford,6
20230403,Zack Kelly,2
20230403,Richard Bleier,1
20230403,Kaleb Ort,0
20230403,Ryan Brasier,1
20230403,Johan Oviedo,4
20230403,Dauri Moreta,1
20230403,Rob Zastryzny,2
20230403,Duane Underwood Jr.,1
20230403,Colin Holderman,0
20230403,David Bednar,2
20230403,Michael Kopech,5
20230403,Jake Diekman,3
20230403,Jimmy Lambert,0
20230403,José Ruiz,0
20230403,Hanser Alberto,1
20230403,Anthony DeSclafani,4
20230403,Sean Manaea,1
20230403,Tyler Rogers,0
20230403,Connor Overton,5
20230403,Ian Gibaut,0
20230403,Alex Young,1
20230403,Fernando Cruz,0
20230403,Reiver Sanmartin,2
20230403,Buck Farmer,0
20230403,Derek Law,0
20230403,Drew Smyly,3
20230403,Keegan Thompson,3
20230403,Hunter Brown,5
20230403,Phil Maton,0
20230403,Ronel Blanco,2
20230403,Bryan Abreu,1
20230403,Rafael Montero,2
20230403,Ryan Pressly,0
20230403,Hector Neris,1
20230403,Matthew Boyd,3
20230403,José Cisnero,0
20230403,Mason Englert,0
20230403,Alex Lange,0
20230403,Trey Wingenter,1
20230403,Garrett Hill,0
20230403,Brady Singer,3
20230403,Ryan Yarbrough,2
20230403,Jose Cuas,0
20230403,Dylan Coleman,2
20230403,Taylor Clarke,1
20230403,José Berríos,7
20230403,Zach Pop,2
20230403,Adam Cimber,2
20230403,Michael Grove,4
20230403,Yency Almonte,1
20230403,Alex Vesia,1
20230403,Phil Bickford,3
20230403,Shelby Miller,3
20230403,Ryan Feltner,7
20230403,Jake Bird,0
20230403,Connor Seabold,4
20230403,Johnny Cueto,0
20230403,Jeff Lindgren,0
20230403,Andrew Nardi,1
20230403,JT Chargois,2
20230403,Jacob Stallings,0
20230403,Tyler Mahle,7
20230403,Jorge Alcala,3
20230403,Cole Sands,1
20230403,Freddy Peralta,7
20230403,Bryse Wilson,2
20230403,Carlos Carrasco,4
20230403,Tommy Hunter,1
20230403,Dennis Santana,1
20230403,Luis Guillorme,0
20230403,Nestor Cortes,3
20230403,Ian Hamilton,2
20230403,Jonathan Loáisiga,0
20230403,Clay Holmes,2
20230403,Taijuan Walker,5
20230403,Yunior Marte,1
20230403,Andrew Vasquez,0
20230403,Seranthony Domínguez,1
20230403,James Kaprielian,5
20230403,Jeurys Familia,0
20230403,Sam Moll,1
20230403,Domingo Acevedo,1
20230403,Trevor May,1
20230403,Zach Plesac,1
20230403,Xzavion Curry,3
20230403,Tim Herrin,2
20230403,James Karinchak,2
20230403,Emmanuel Clase,0
20230403,Eli Morgan,1
20230403,Ryan Weathers,2
20230403,Brent Honeywell Jr.,3
20230403,Steven Wilson,3
20230403,Tim Hill,0
20230403,Ryne Nelson,3
20230403,Cole Sulser,2
20230403,Miguel Castro,1
20230403,Andrew Chafin,0
20230403,Scott McGough,0
20230403,George Kirby,5
20230403,Penn Murfee,1
20230403,Diego Castillo,0
20230403,Matt Festa,5
20230403,Reid Detmers,7
20230403,Ryan Tepera,0
20230403,Matt Moore,1
20230403,Jimmy Herget,0
20230403,José Quijada,0
20230403,Carlos Estévez,0
20230403,Jake Woodford,3
20230403,Zack Thompson,2
20230403,Jordan Hicks,2
20230403,Packy Naughton,2
20230403,Charlie Morton,1
20230403,Nick Anderson,4
20230403,Collin McHugh,1
20230403,A.J. Minter,0
20230403,Jon Gray,7
20230403,Cole Ragans,2
20230403,Ian Kennedy,3
20230403,Kyle Bradish,2
20230403,Danny Coulombe,1
20230403,Tyler Wells,2
20230403,Félix Bautista,2
20230403,Trevor Williams,3
20230403,Mason Thompson,1
20230403,Anthony Banda,1
20230403,Drew Rasmussen,7
20230403,Garrett Cleavinger,0
20230403,Jason Adam,0
20230403,Calvin Faucher,1
20230404,Nick Pivetta,6
20230404,Josh Winckowski,3
20230404,Ryan Brasier,0
20230404,Roansy Contreras,2
20230404,Dauri Moreta,1
20230404,Jose Hernandez,1
20230404,Colin Holderman,0
20230404,David Bednar,1
20230404,Luis Cessa,2
20230404,Ian Gibaut,2
20230404,Buck Farmer,0
20230404,Reiver Sanmartin,0
20230404,Joel Kuhnel,0
20230404,Fernando Cruz,3
20230404,Hayden Wesneski,4
20230404,Michael Rucker,0
20230404,Adbert Alzolay,5
20230404,Brad Boxberger,0
20230404,Julian Merryweather,1
20230404,Framber Valdez,9
20230404,Ryne Stanek,1
20230404,Seth Martinez,1
20230404,Matt Manning,4
20230404,Jason Foley,0
20230404,Chasen Shreve,1
20230404,Trey Wingenter,1
20230404,Kris Bubic,4
20230404,Carlos Hernández,1
20230404,Amir Garrett,1
20230404,Aroldis Chapman,1
20230404,Yusei Kikuchi,2
20230404,Yimi García,0
20230404,Tim Mayza,4
20230404,Erik Swanson,0
20230404,Jordan Romano,1
20230404,Julio Urías,6
20230404,Caleb Ferguson,0
20230404,Brusdar Graterol,0
20230404,Phil Bickford,1
20230404,Evan Phillips,0
20230404,Germán Márquez,4
20230404,Brad Hand,1
20230404,Justin Lawrence,1
20230404,Pierce Johnson,3
20230404,Sandy Alcantara,5
20230404,Kenta Maeda,9
20230404,Emilio Pagán,2
20230404,Jovani Moran,1
20230404,Wade Miley,3
20230404,Peter Strzelecki,0
20230404,Hoby Milner,0
20230404,Javy Guerra,0
20230404,Max Scherzer,2
20230404,Denyi Reyes,0
20230404,Brooks Raley,1
20230404,Adam Ottavino,0
20230404,Domingo Germán,8
20230404,Michael King,1
20230404,Albert Abreu,1
20230404,Jimmy Cordero,2
20230404,Matt Strahm,3
20230404,Andrew Bellatti,2
20230404,José Alvarado,3
20230404,Connor Brogdon,1
20230404,Craig Kimbrel,0
20230404,JP Sears,5
20230404,Zach Jackson,3
20230404,Dany Jiménez,1
20230404,Sam Moll,0
20230404,Trevor May,1
20230404,Shane Bieber,7
20230404,Trevor Stephan,1
20230404,Enyel De Los Santos,1
20230404,James Karinchak,1
20230404,Yu Darvish,3
20230404,Nabil Crismatt,1
20230404,Domingo Tapia,0
20230404,Luis García,0
20230404,Brent Honeywell Jr.,1
20230404,Zac Gallen,3
20230404,Kevin Ginkel,1
20230404,Drey Jameson,2
20230404,Luis Castillo,6
20230404,Matt Brash,0
20230404,Trevor Gott,0
20230404,Paul Sewald,1
20230404,Gabe Speier,1
20230404,José Suarez,4
20230404,Jaime Barria,5
20230404,Steven Matz,7
20230404,Drew VerHagen,2
20230404,Andre Pallante,1
20230404,Giovanny Gallegos,2
20230404,Dylan Dodd,3
20230404,Jesse Chavez,1
20230404,Joe Jiménez,0
20230404,Dylan Lee,0
20230404,Kirby Yates,1
20230404,A.J. Minter,1
20230404,Andrew Heaney,2
20230404,Dane Dunning,1
20230404,Taylor Hearn,3
20230404,Kyle Gibson,5
20230404,Logan Gillaspie,1
20230404,Cionel Pérez,2
20230404,Chad Kuhl,4
20230404,Erasmo Ramírez,0
20230404,Carl Edwards Jr.,1
20230404,Hunter Harvey,1
20230404,Kyle Finnegan,0
20230404,Hobie Harris,1
20230404,Josh Fleming,2
20230404,Jalen Beeks,1
20230404,Kevin Kelly,2
20230404,Ryan Thompson,1
20230404,Pete Fairbanks,0
20230405,Corey Kluber,2
20230405,John Schreiber,2
20230405,Kaleb Ort,1
20230405,Richard Bleier,0
20230405,Zack Kelly,0
20230405,Mitch Keller,7
20230405,Rob Zastryzny,1
20230405,Duane Underwood Jr.,0
20230405,Dylan Cease,8
20230405,Jake Diekman,1
20230405,Aaron Bummer,1
20230405,Reynaldo López,1
20230405,Jimmy Lambert,1
20230405,Joe Kelly,1
20230405,Logan Webb,4
20230405,Sean Hjelle,2
20230405,Scott Alexander,1
20230405,Tyler Rogers,0
20230405,Cristian Javier,5
20230405,Bryan Abreu,1
20230405,Rafael Montero,2
20230405,Ryan Pressly,1
20230405,Eduardo Rodriguez,1
20230405,Garrett Hill,2
20230405,Tyler Alexander,1
20230405,Zack Greinke,4
20230405,Taylor Clarke,1
20230405,Dylan Coleman,1
20230405,Alek Manoah,5
20230405,Erik Swanson,1
20230405,Jordan Romano,1
20230405,Jesús Luzardo,10
20230405,Dylan Floro,1
20230405,A.J. Puk,1
20230405,Pablo López,8
20230405,Griffin Jax,1
20230405,Caleb Thielbar,1
20230405,Corbin Burnes,3
20230405,Hoby Milner,1
20230405,Peter Strzelecki,0
20230405,Matt Bush,1
20230405,Devin Williams,0
20230405,David Peterson,5
20230405,Drew Smith,2
20230405,John Curtiss,3
20230405,David Robertson,0
20230405,Adam Ottavino,0
20230405,Gerrit Cole,8
20230405,Jonathan Loáisiga,1
20230405,Clay Holmes,3
20230405,Aaron Nola,5
20230405,Gregory Soto,3
20230405,Seranthony Domínguez,0
20230405,Kyle Muller,5
20230405,Domingo Acevedo,0
20230405,Adrián Martinez,1
20230405,Jeurys Familia,1
20230405,Zach Jackson,1
20230405,Hunter Gaddis,4
20230405,Nick Sandlin,1
20230405,Tim Herrin,0
20230405,Eli Morgan,1
20230405,Emmanuel Clase,1
20230405,Chris Flexen,4
20230405,Matt Brash,2
20230405,Diego Castillo,1
20230405,Andrés Muñoz,1
20230405,Penn Murfee,1
20230405,Trevor Gott,2
20230405,Shohei Ohtani,8
20230405,Matt Moore,1
20230405,Jimmy Herget,0
20230405,José Quijada,1
20230405,Miles Mikolas,6
20230405,Packy Naughton,0
20230405,Chris Stratton,2
20230405,Bryce Elder,6
20230405,Michael Tonkin,1
20230405,Dylan Lee,0
20230405,Collin McHugh,0
20230405,Jesse Chavez,0
20230405,Jacob deGrom,11
20230405,Will Smith,2
20230405,Jonathan Hernández,1
20230405,José Leclerc,1
20230405,Grayson Rodriguez,5
20230405,Austin Voth,3
20230405,Keegan Akin,0
20230405,Bryan Baker,1
20230405,Patrick Corbin,3
20230405,Thaddeus Ward,3
20230405,Anthony Banda,0
20230405,Shane McClanahan,6
20230405,Colin Poche,0
20230405,Garrett Cleavinger,0
20230405,Ryan Thompson,1
20230406,Merrill Kelly,4
20230406,Kyle Nelson,1
20230406,Kevin Ginkel,1
20230406,Carlos Vargas,2
20230406,Dustin May,5
20230406,Alex Vesia,0
20230406,Yency Almonte,0
20230406,Phil Bickford,2
20230406,Evan Phillips,1
20230406,Spencer Strider,9
20230406,Lucas Luetge,0
20230406,Nick Anderson,1
20230406,Kirby Yates,1
20230406,A.J. Minter,1
20230406,Blake Snell,2
20230406,Domingo Tapia,2
20230406,Steven Wilson,2
20230406,Tim Hill,1
20230406,Nabil Crismatt,0
20230406,Lance Lynn,5
20230406,José Ruiz,1
20230406,Gregory Santos,3
20230406,Hanser Alberto,0
20230406,Alex Wood,3
20230406,Jakob Junis,4
20230406,John Brebbia,2
20230406,Matt Beaty,1
20230406,Kyle Freeland,5
20230406,Justin Lawrence,1
20230406,Pierce Johnson,2
20230406,Josiah Gray,6
20230406,Mason Thompson,3
20230406,Spencer Turnbull,1
20230406,José Cisnero,1
20230406,Mason Englert,1
20230406,Alex Lange,0
20230406,Chris Sale,7
20230406,John Schreiber,1
20230406,Chris Martin,0
20230406,Ryan Brasier,1
20230406,Kenley Jansen,0
20230406,Jordan Lyles,9
20230406,Amir Garrett,1
20230406,Jose Cuas,1
20230406,Scott Barlow,1
20230406,Kevin Gausman,7
20230406,Anthony Bass,2
20230406,Trevor Richards,0
20230406,Tim Mayza,0
20230406,Yimi García,2
20230406,Adam Cimber,1
20230407,Patrick Sandoval,2
20230407,Matt Moore,1
20230407,Jimmy Herget,1
20230407,Andrew Wantz,3
20230407,Chris Bassitt,5
20230407,Yimi García,1
20230407,Erik Swanson,0
20230407,Jordan Romano,0
20230407,Madison Bumgarner,5
20230407,Drey Jameson,1
20230407,Miguel Castro,2
20230407,Andrew Chafin,2
20230407,Clayton Kershaw,4
20230407,Brusdar Graterol,1
20230407,Yency Almonte,0
20230407,Shelby Miller,0
20230407,Jared Shuster,4
20230407,Michael Tonkin,1
20230407,Joe Jiménez,2
20230407,Jesse Chavez,2
20230407,Lucas Luetge,2
20230407,Nick Martinez,4
20230407,Brent Honeywell Jr.,3
20230407,Luis García,0
20230407,Josh Hader,2
20230407,Dean Kremer,4
20230407,Logan Gillaspie,0
20230407,Danny Coulombe,1
20230407,Cionel Pérez,1
20230407,Bryan Baker,1
20230407,Félix Bautista,2
20230407,Clarke Schmidt,3
20230407,Ian Hamilton,4
20230407,Ron Marinaccio,2
20230407,Jimmy Cordero,0
20230407,Wandy Peralta,1
20230407,Marcus Stroman,6
20230407,Mark Leiter Jr.,1
20230407,Michael Fulmer,4
20230407,Nathan Eovaldi,6
20230407,Cole Ragans,3
20230407,Ian Kennedy,0
20230407,Aaron Civale,5
20230407,Nick Sandlin,0
20230407,Tim Herrin,3
20230407,Xzavion Curry,1
20230407,Logan Gilbert,6
20230407,Penn Murfee,0
20230407,Trevor Gott,2
20230407,Matt Brash,3
20230407,Andrés Muñoz,1
20230407,Paul Sewald,1
20230407,José Ureña,1
20230407,Ty Blach,1
20230407,Jake Bird,1
20230407,Dinelson Lamet,0
20230407,Brad Hand,1
20230407,MacKenzie Gore,6
20230407,Erasmo Ramírez,0
20230407,Hunter Harvey,0
20230407,Carl Edwards Jr.,1
20230407,Kyle Finnegan,1
20230407,Brandon Woodruff,4
20230407,Joel Payamps,1
20230407,Gus Varland,1
20230407,Hoby Milner,0
20230407,Matt Bush,0
20230407,Bryse Wilson,2
20230407,Jack Flaherty,3
20230407,Andre Pallante,1
20230407,Jordan Hicks,1
20230407,Packy Naughton,1
20230407,Chris Stratton,0
20230407,Sonny Gray,13
20230407,Griffin Jax,1
20230407,Jhoan Duran,2
20230407,Jorge López,0
20230407,José Urquidy,6
20230407,Bryan Abreu,1
20230407,Rafael Montero,0
20230407,Hector Neris,1
20230407,Ryan Pressly,3
20230407,Ryne Stanek,1
20230407,Tylor Megill,3
20230407,Adam Ottavino,2
20230407,Dennis Santana,1
20230407,Brooks Raley,0
20230407,Denyi Reyes,1
20230407,Edward Cabrera,4
20230407,Huascar Brazoban,1
20230407,Andrew Nardi,2
20230407,Matt Barnes,2
20230407,Tanner Scott,0
20230407,Daniel Castano,2
20230407,Zack Wheeler,5
20230407,Andrew Bellatti,1
20230407,Gregory Soto,0
20230407,José Alvarado,3
20230407,Craig Kimbrel,1
20230407,Hunter Greene,5
20230407,Alex Young,3
20230407,Derek Law,0
20230407,Reiver Sanmartin,1
20230407,Rich Hill,1
20230407,Dauri Moreta,2
20230407,Wil Crowe,4
20230407,Lucas Giolito,3
20230407,Jake Diekman,0
20230407,Jimmy Lambert,1
20230407,Jesse Scholtens,4
20230407,Alex Cobb,6
20230407,Taylor Rogers,0
20230407,Camilo Doval,1
20230407,Brad Keller,3
20230407,Ryan Yarbrough,1
20230407,Aroldis Chapman,2
20230407,Scott Barlow,2
20230407,Zach Eflin,7
20230407,Calvin Faucher,0
20230407,Jason Adam,2
20230407,Ken Waldichuk,3
20230407,Adam Oller,3
20230408,Tyler Anderson,4
20230408,Jaime Barria,2
20230408,Ryan Tepera,0
20230408,Aaron Loup,0
20230408,José Quijada,2
20230408,Carlos Estévez,2
20230408,José Berríos,5
20230408,Adam Cimber,0
20230408,Trevor Richards,1
20230408,Zach Pop,1
20230408,Anthony Bass,1
