Date,Name,HR
20230501,Alex Verdugo,1
20230501,Jarren Duran,1
20230501,Enmanuel Valdez,1
20230501,Bo Bichette,1
20230501,LaMonte Wade Jr.,1
20230501,Joc Pederson,1
20230501,Mookie Betts,1
20230501,Will Smith,1
20230501,Jason Heyward,1
20230501,David Peralta,1
20230501,Kyle Schwarber,1
20230501,Jose Trevino,1
20230501,Pete Alonso,1
20230501,Eduardo Escobar,1
20230501,Brett Baty,1
20230501,Ronald Acuna Jr.,1
20230501,Sean Murphy,2
20230501,Kevin Pillar,1
20230501,Jeff McNeil,1
20230501,Ha-Seong Kim,1
20230501,Nick Senzel,1
20230501,Lane Thomas,1
20230501,Dansby Swanson,1
20230501,Ian Happ,1
20230502,Masataka Yoshida,1
20230502,Christian Arroyo,1
20230502,Connor Wong,2
20230502,Daulton Varsho,1
20230502,Eloy Jiménez,1
20230502,Nick Gordon,1
20230502,Elias Díaz,1
20230502,Ezequiel Tovar,1
20230502,Bobby Witt,1
20230502,Salvador Perez,2
20230502,MJ Melendez,1
20230502,Ryan Mountcastle,2
20230502,Freddie Freeman,1
20230502,Trea Turner,1
20230502,Ozzie Albies,1
20230502,Anthony Volpe,1
20230502,Willie Calhoun,1
20230502,AJ Pollock,1
20230502,Taylor Ward,1
20230502,Harold Ramírez,1
20230502,Ezequiel Duran,1
20230502,Ketel Marte,1
20230502,Christian Walker,1
20230502,Patrick Wisdom,1
20230503,Vladimir Guerrero Jr.,1
20230503,Daulton Varsho,1
20230503,Luis Robert Jr.,1
20230503,Nick Gordon,1
20230503,Charlie Blackmon,1
20230503,Kris Bryant,1
20230503,Javier Báez,1
20230503,Eric Haase,1
20230503,Francisco Lindor,1
20230503,Tommy Pham,1
20230503,Mark Canha,1
20230503,Matt Vierling,1
20230503,Eric Haase,1
20230503,Alex Bregman,1
20230503,Wilmer Flores,1
20230503,Vinnie Pasquantino,1
20230503,Max Muncy,1
20230503,Miguel Vargas,1
20230503,Jesús Sánchez,1
20230503,Ronald Acuna Jr.,1
20230503,Austin Riley,1
20230503,Ozzie Albies,1
20230503,Marcell Ozuna,2
20230503,Michael Harris II,1
20230503,Willie Calhoun,1
20230503,Jake Bauers,1
20230503,Eugenio Suárez,1
20230503,AJ Pollock,1
20230503,Brett Sullivan,1
20230503,Spencer Steer,1
20230503,Nolan Gorman,1
