Date,Name,HR
20230601,Ezequiel Tovar,1
20230601,Enrique Hernández,1
20230601,Connor Wong,1
20230601,Brandon Drury,1
20230601,Gary Sánchez,1
20230601,Royce Lewis,1
20230601,Michael A. Taylor,1
20230601,Mark Canha,1
20230601,Bo Bichette,1
20230601,Matt Chapman,1
20230602,Eddie Rosario,2
20230602,Jonathan India,1
20230602,Joey Wiemer,1
20230602,Yordan Alvarez,1
20230602,Corey Julks,1
20230602,Edward Olivares,1
20230602,Drew Waters,1
20230602,Ryan McMahon,1
20230602,Mookie Betts,2
20230602,Max Muncy,1
20230602,J.D. Martinez,1
20230602,Giancarlo Stanton,1
20230602,Josh Donaldson,2
20230602,Jesús Sánchez,1
20230602,George Springer,1
20230602,Daulton Varsho,1
20230602,Ke'Bryan Hayes,1
20230602,Joshua Palacios,1
20230602,Brendan Donovan,1
20230602,Nolan Arenado,1
20230602,Dansby Swanson,1
20230602,LaMonte Wade Jr.,1
20230602,Gunnar Henderson,1
20230602,Luis García,1
20230602,Nick Castellanos,2
20230603,Evan Longoria,1
20230603,Ronald Acuna Jr.,1
20230603,Jake Fraley,1
20230603,William Contreras,1
20230603,Blake Perkins,1
20230603,Alex Bregman,1
20230603,Chas McCormick,1
20230603,Hunter Renfroe,1
20230603,Nick Pratto,1
20230603,Aaron Judge,1
20230603,Jake Bauers,2
20230603,Oswaldo Cabrera,1
20230603,Jorge Polanco,1
20230603,Steven Kwan,1
20230603,Will Brennan,1
20230603,Ke'Bryan Hayes,1
20230603,Nolan Gorman,1
20230603,Willson Contreras,1
20230603,Fernando Tatis Jr.,2
20230603,Marcus Semien,1
20230603,Nathaniel Lowe,1
20230603,Mitch Garver,1
20230603,Leody Taveras,1
20230603,J.T. Realmuto,1
20230604,Ketel Marte,1
20230604,Corbin Carroll,1
20230604,Eddie Rosario,1
20230604,Ozzie Albies,1
20230604,Jake Burger,1
20230604,Spencer Torkelson,1
20230604,Jake Fraley,1
20230604,Andruw Monasterio,1
20230604,Victor Caratini,1
20230604,Yainer Diaz,1
20230604,Luis Rengifo,1
20230604,Maikel Garcia,1
20230604,J.D. Martinez,1
20230604,Anthony Volpe,1
20230604,Garrett Cooper,1
20230604,Willi Castro,1
20230604,Tommy Pham,2
20230604,Pete Alonso,1
20230604,Starling Marte,1
20230604,Vladimir Guerrero Jr.,1
20230604,Brandon Belt,1
20230604,Andrew Knizner,1
20230604,Yan Gomes,1
20230604,Trey Mancini,1
20230604,Miguel Amaya,1
20230604,Blake Sabol,1
20230604,James McCann,1
20230604,Corey Seager,1
20230604,Jonah Heim,1
20230604,Ildemaro Vargas,1
20230604,Kyle Schwarber,2
20230604,J.T. Realmuto,1
20230604,Drew Ellis,2
20230605,Justin Turner,1
20230605,Tyler Stephenson,1
20230605,Stuart Fairchild,1
20230605,Bryan De La Cruz,1
20230605,Nick Pratto,1
20230605,Trea Turner,2
20230605,Nick Maton,1
20230605,Gary Sánchez,1
20230605,Daulton Varsho,1
20230605,Alejandro Kirk,1
20230605,Yordan Alvarez,1
20230605,Kyle Tucker,1
20230605,Corey Julks,1
20230605,Jake Meyers,1
20230606,Taylor Ward,1
20230606,Shohei Ohtani,1
20230606,Ozzie Albies,1
20230606,Francisco Lindor,1
20230606,Pete Alonso,1
20230606,Freddie Freeman,1
20230606,J.D. Martinez,1
20230606,Jesús Sánchez,1
20230606,Aaron Hicks,1
20230606,Ryan O'Hearn,1
20230606,Josh Donaldson,1
20230606,Seby Zavala,2
20230606,Kyle Schwarber,1
20230606,Brent Rooker,1
20230606,Shea Langeliers,1
20230606,Jace Peterson,2
20230606,Julio Rodríguez,1
20230606,Teoscar Hernández,1
20230606,Luke Raley,1
20230606,Jose Siri,1
20230606,Nathaniel Lowe,1
20230606,Adolis García,1
20230606,Nolan Arenado,1
20230606,Willson Contreras,1
20230606,Jordan Walker,1
20230606,George Springer,1
20230606,Bo Bichette,1
20230606,Daulton Varsho,1
20230606,Mauricio Dubón,1
20230606,Lane Thomas,1
20230606,Stone Garrett,1
20230606,Pavin Smith,1
20230607,Mike Trout,1
20230607,Luis Rengifo,1
20230607,Sean Murphy,1
20230607,Michael Harris II,1
20230607,Tommy Pham,1
20230607,Francisco Alvarez,1
20230607,Will Benson,1
20230607,Elly De La Cruz,1
20230607,Tyler Stephenson,1
20230607,Mookie Betts,1
20230607,Will Smith,1
20230607,Miguel Vargas,1
20230607,Nolan Jones,1
20230607,Jesús Sánchez,1
20230607,Willy Adames,1
20230607,Joey Wiemer,2
20230607,Rodolfo Castro,1
20230607,Ryan Noda,1
20230607,Gary Sánchez,1
20230607,Randy Arozarena,1
20230607,Isaac Paredes,1
20230607,Alec Burleson,1
20230607,Bo Bichette,1
20230607,Brandon Belt,1
20230607,Yordan Alvarez,1
20230607,Corbin Carroll,1
20230608,Jo Adell,1
20230608,Austin Riley,1
20230608,Travis d'Arnaud,1
20230608,Ozzie Albies,1
20230608,Marcell Ozuna,1
20230608,Orlando Arcia,1
20230608,Brandon Nimmo,1
20230608,Francisco Alvarez,2
20230608,Chris Taylor,1
20230608,José Ramírez,3
20230608,Will Brennan,1
20230608,Triston Casas,1
20230608,Thairo Estrada,1
20230608,Michael Conforto,1
20230608,Gunnar Henderson,1
20230608,Ramón Urías,1
20230608,Willie Calhoun,1
20230608,Luis Robert Jr.,1
20230608,Eloy Jiménez,1
20230608,Yoán Moncada,1
20230608,Jake Burger,1
20230608,Gleyber Torres,1
20230608,Billy McKinney,1
20230608,Harold Ramírez,1
20230608,Carlos Correa,1
20230608,Michael A. Taylor,1
20230608,Alex Bregman,1
20230609,Shohei Ohtani,1
20230609,Mickey Moniak,1
20230609,Jarred Kelenic,1
20230609,Mike Ford,1
20230609,Austin Hays,1
20230609,Yasmani Grandal,1
20230609,Joey Wendle,1
20230609,José Ramírez,1
20230609,José Abreu,1
20230609,Mike Moustakas,1
20230609,Fernando Tatis Jr.,1
20230609,Manny Machado,1
20230609,Gary Sánchez,1
20230609,Brandon Dixon,1
20230609,Trent Grisham,1
20230609,Javier Báez,1
20230609,Jake Rogers,2
20230609,Corbin Carroll,2
20230609,Josh Donaldson,1
20230609,Rafael Devers,1
20230609,Enrique Hernández,1
20230609,Kyle Schwarber,1
20230609,Mookie Betts,1
20230609,Freddie Freeman,1
20230609,Carlos Santana,1
20230609,Jack Suwinski,1
20230609,Francisco Lindor,1
20230609,Nolan Gorman,1
20230609,Nolan Arenado,1
20230609,Jordan Walker,1
20230609,Isaac Paredes,2
20230609,Josh Jung,1
20230609,Leody Taveras,2
20230609,Michael A. Taylor,1
20230610,Shohei Ohtani,1
20230610,Julio Rodríguez,1
20230610,Ronald Acuna Jr.,1
20230610,Marcell Ozuna,1
20230610,Stone Garrett,1
20230610,Gunnar Henderson,1
20230610,Adam Frazier,1
20230610,Andrew Vaughn,1
20230610,José Abreu,1
20230610,Nolan Jones,1
20230610,Lourdes Gurriel Jr.,1
20230610,Nick Ahmed,1
20230610,William Contreras,1
20230610,Gleyber Torres,1
20230610,Willie Calhoun,1
20230610,Rafael Devers,1
20230610,J.D. Martinez,1
20230610,David Peralta,1
20230610,Francisco Alvarez,1
20230610,Christopher Morel,1
20230610,Matt Mervis,1
20230610,Nolan Arenado,1
20230610,Dylan Carlson,1
20230610,Francisco Mejía,1
20230610,Corey Seager,1
20230610,Carlos Correa,1
20230610,Trevor Larnach,1
20230610,Max Kepler,1
20230611,Taylor Ward,1
20230611,Zach Neto,2
20230611,Teoscar Hernández,1
20230611,Mike Ford,1
20230611,Matt Olson,1
20230611,Jeimer Candelario,1
20230611,Dominic Smith,1
20230611,Gunnar Henderson,1
20230611,Ryan O'Hearn,1
20230611,Salvador Perez,1
20230611,Luis Robert Jr.,1
20230611,Jorge Soler,2
20230611,Garrett Cooper,1
20230611,Jean Segura,1
20230611,Josh Bell,1
20230611,Andrés Giménez,1
20230611,Ezequiel Tovar,1
20230611,Ryan McMahon,1
20230611,Nolan Jones,1
20230611,Coco Montes,1
20230611,Jake Cronenworth,1
20230611,Zach McKinstry,1
20230611,Pavin Smith,1
20230611,Christian Yelich,1
20230611,Seth Brown,1
20230611,Brent Rooker,1
20230611,Kevin Smith,1
20230611,Justin Turner,1
20230611,Nick Castellanos,1
20230611,Freddie Freeman,1
20230611,Jason Heyward,1
20230611,Jack Suwinski,1
20230611,Jeff McNeil,1
20230611,Thairo Estrada,2
20230611,Joc Pederson,2
20230611,Jonathan India,1
20230611,Wander Franco,1
20230611,Robbie Grossman,1
20230611,Matt Chapman,1
20230611,Cavan Biggio,1
20230611,Donovan Solano,1
20230612,Evan Longoria,1
20230612,J.T. Realmuto,1
20230612,Christian Arroyo,1
20230612,Spencer Torkelson,1
20230612,Andy Ibáñez,1
20230612,Michael Harris II,1
20230612,Salvador Perez,1
20230612,Stuart Fairchild,1
20230612,Jose Siri,1
20230612,Ty France,1
20230612,Eugenio Suárez,1
20230612,Tom Murphy,1
20230612,Nick Fortes,1
20230612,Paul Goldschmidt,1
20230612,Paul DeJong,1
20230612,Ezequiel Duran,1
20230612,Shohei Ohtani,2
20230612,Chad Wallach,1
20230613,Corbin Carroll,1
20230613,Kyle Schwarber,1
20230613,Bryson Stott,1
20230613,Gunnar Henderson,1
20230613,Ryan O'Hearn,1
20230613,Aaron Hicks,1
20230613,Adam Frazier,1
20230613,Cavan Biggio,1
20230613,Rafael Devers,2
20230613,Ian Happ,1
20230613,Christopher Morel,1
20230613,Jack Suwinski,2
20230613,Mauricio Dubón,1
20230613,Kyle Tucker,1
20230613,Chas McCormick,1
20230613,Martín Maldonado,1
20230613,Bobby Witt,1
20230613,Will Smith,1
20230613,David Peralta,1
20230613,Carlos Correa,1
20230613,Kyle Farmer,1
20230613,Michael A. Taylor,1
20230613,Christian Yelich,1
20230613,Brandon Nimmo,1
20230613,Giancarlo Stanton,1
20230613,DJ LeMahieu,1
20230613,Fernando Tatis Jr.,1
20230613,Gary Sánchez,1
20230613,Josh Bell,1
20230613,Cal Raleigh,1
20230613,Mike Ford,2
20230613,Garrett Cooper,1
20230613,Mike Yastrzemski,1
20230613,Patrick Bailey,1
20230613,Corey Seager,1
20230613,Nathaniel Lowe,1
20230613,Hunter Renfroe,1
20230613,Zach Neto,1
20230614,Christian Walker,1
20230614,J.T. Realmuto,1
20230614,George Springer,1
20230614,Andrew McCutchen,1
20230614,Carlos Santana,1
20230614,Austin Hedges,1
20230614,Spencer Torkelson,1
20230614,Miguel Cabrera,1
20230614,Eric Haase,1
20230614,Ronald Acuna Jr.,1
20230614,Michael Harris II,1
20230614,Andy Ibáñez,1
20230614,Matt Vierling,1
20230614,Jake Rogers,1
20230614,Ronald Acuna Jr.,1
20230614,Eddie Rosario,1
20230614,Ozzie Albies,1
20230614,José Abreu,1
20230614,Yainer Diaz,1
20230614,Matt McLain,1
20230614,Jonathan India,1
20230614,Spencer Steer,1
20230614,Stuart Fairchild,1
20230614,Luis Robert Jr.,1
20230614,Jake Burger,2
20230614,Brian Anderson,1
20230614,Luis Urías,1
20230614,JJ Bleday,1
20230614,Fernando Tatis Jr.,1
20230614,Juan Soto,1
20230614,Manny Machado,1
20230614,Nelson Cruz,1
20230614,Jorge Soler,1
20230614,Tommy Edman,1
20230614,Mike Yastrzemski,1
20230614,Marcus Semien,1
20230614,Corey Seager,1
20230614,Leody Taveras,1
20230614,Shohei Ohtani,1
20230615,Ketel Marte,1
20230615,Bryson Stott,1
20230615,Matt Olson,1
20230615,Ezequiel Tovar,1
20230615,Elias Díaz,1
20230615,Austin Hays,1
20230615,Adley Rutschman,1
20230615,Danny Jansen,2
20230615,Keibert Ruiz,1
20230615,Chris Taylor,1
20230615,Luis Robert Jr.,1
20230615,Eloy Jiménez,1
20230615,Jake Burger,1
20230615,Andrew Vaughn,1
20230615,Donovan Solano,1
20230615,Luke Raley,1
20230615,Manuel Margot,1
20230615,Manny Machado,1
20230615,David Fry,1
20230615,Shohei Ohtani,1
20230615,Mickey Moniak,1
20230615,Chad Wallach,1
20230616,José Ramírez,1
20230616,Travis d'Arnaud,2
20230616,Eddie Rosario,1
20230616,Justin Turner,2
20230616,Josh Donaldson,1
20230616,Dansby Swanson,1
20230616,Christopher Morel,1
20230616,Miguel Amaya,1
20230616,Tyler Stephenson,1
20230616,Wilmer Flores,1
20230616,Joey Wiemer,1
20230616,Carlos Santana,1
20230616,Alex Kirilloff,1
20230616,Javier Báez,1
20230616,Matt Vierling,2
20230616,Daniel Vogelbach,1
20230616,Willson Contreras,1
20230616,Kyle Schwarber,1
20230616,J.T. Realmuto,1
20230616,Alec Bohm,1
20230616,Nelson Cruz,1
20230616,Randy Arozarena,1
20230616,Isaac Paredes,1
20230616,Teoscar Hernández,1
20230616,Andrew Benintendi,1
20230616,Gavin Sheets,1
20230616,Leody Taveras,1
20230616,Danny Jansen,1
20230616,Lane Thomas,1
20230616,Luis Arraez,1
20230617,Corbin Carroll,1
20230617,Christian Walker,1
20230617,Lourdes Gurriel Jr.,1
20230617,Jake McCarthy,1
20230617,Andrés Giménez,1
20230617,Ozzie Albies,1
20230617,Matt Olson,1
20230617,Eddie Rosario,1
20230617,Orlando Arcia,1
20230617,Mike Moustakas,1
20230617,Adley Rutschman,1
20230617,Jose Altuve,1
20230617,Yainer Diaz,1
20230617,Jonathan India,1
20230617,MJ Melendez,1
20230617,Shohei Ohtani,1
20230617,Brandon Drury,2
20230617,Taylor Ward,1
20230617,LaMonte Wade Jr.,1
20230617,J.D. Davis,1
20230617,Blake Perkins,1
20230617,Joey Wiemer,1
20230617,Brandon Nimmo,1
20230617,Luis Guillorme,1
20230617,Paul Goldschmidt,1
20230617,Jordan Walker,1
20230617,Carlos Pérez,1
20230617,J.P. Crawford,1
20230617,Eloy Jiménez,1
20230617,Corey Seager,1
20230617,Josh Jung,1
20230617,Jonah Heim,1
20230617,Daulton Varsho,1
20230618,Christian Walker,1
20230618,Ozzie Albies,1
20230618,Eddie Rosario,2
20230618,Michael Harris II,1
20230618,Ryan McMahon,2
20230618,Gleyber Torres,1
20230618,Mike Tauchman,1
20230618,Christopher Morel,1
20230618,Anthony Santander,1
20230618,Corey Julks,1
20230618,Jonathan India,1
20230618,Jake Fraley,1
20230618,Spencer Steer,1
20230618,Shohei Ohtani,1
20230618,Mike Trout,1
20230618,Jared Walsh,1
20230618,Bryan Reynolds,1
20230618,Spencer Torkelson,1
20230618,Kerry Carpenter,1
20230618,Francisco Lindor,1
20230618,Tommy Pham,1
20230618,Nolan Arenado,2
20230618,Jordan Walker,1
20230618,Paul DeJong,1
20230618,Aledmys Díaz,1
20230618,Kyle Schwarber,1
20230618,Jonah Heim,1
20230618,Leody Taveras,1
20230618,Lane Thomas,1
20230619,Andrew Vaughn,1
20230619,Luis Robert Jr.,1
20230619,Josh Jung,1
20230619,Kevin Newman,1
20230619,Joey Votto,1
20230619,Nick Senzel,1
20230619,Elias Díaz,1
20230619,Kerry Carpenter,1
20230619,Bobby Witt,1
20230619,Maikel Garcia,1
20230619,Yainer Diaz,1
20230619,Francisco Lindor,1
20230619,Daniel Vogelbach,1
20230619,Jorge Soler,1
20230619,Corbin Carroll,1
20230619,Alek Thomas,1
20230619,Christian Vázquez,1
20230619,Triston Casas,1
20230619,Mike Yastrzemski,2
20230619,David Villar,1
20230619,Juan Soto,2
20230619,Brendan Donovan,1
20230619,Paul Goldschmidt,1
20230620,Eloy Jiménez,1
20230620,Elvis Andrus,1
20230620,Adolis García,1
20230620,TJ Friedl,1
20230620,Elly De La Cruz,1
20230620,Will Benson,1
20230620,Nolan Jones,1
20230620,Jorge Alfaro,1
20230620,Harold Castro,1
20230620,Tony Kemp,1
20230620,Alex Bregman,1
20230620,Jesse Winker,1
20230620,Ketel Marte,1
20230620,Byron Buxton,1
20230620,Royce Lewis,1
20230620,Max Kepler,1
20230620,Masataka Yoshida,1
20230620,Adam Duvall,1
20230620,Christian Arroyo,1
20230620,Billy McKinney,1
20230620,Austin Riley,1
20230620,Matt Olson,1
20230620,Mike Tauchman,1
20230620,Tucker Barnhart,1
20230620,Joc Pederson,1
20230620,Fernando Tatis Jr.,1
20230620,Anthony Santander,1
20230620,Ryan O'Hearn,1
20230620,Aaron Hicks,1
20230620,Dylan Carlson,2
20230620,Paul DeJong,1
20230621,Freddie Freeman,1
20230621,Miguel Vargas,1
20230621,Andrew Vaughn,1
20230621,Jonah Heim,1
20230621,Ezequiel Duran,1
20230621,Jake Fraley,1
20230621,Brenton Doyle,1
20230621,Randal Grichuk,1
20230621,Elehuris Montero,1
20230621,Josh Naylor,1
20230621,Ryan Noda,1
20230621,Zack Short,1
20230621,Yainer Diaz,1
20230621,Chas McCormick,1
20230621,Pete Alonso,1
20230621,Matt Chapman,1
20230621,Raimel Tapia,1
20230621,Max Kepler,1
20230621,Justin Turner,1
20230621,Jake Bauers,1
20230621,Billy McKinney,1
20230621,Anthony Volpe,1
20230621,Dylan Moore,1
20230621,Nico Hoerner,1
20230621,Randy Arozarena,1
20230621,Isaac Paredes,1
20230621,Gunnar Henderson,1
20230621,Ramón Urías,1
20230621,CJ Abrams,1
20230622,Josh Bell,1
20230622,Garrett Cooper,1
20230622,Ke'Bryan Hayes,1
20230622,Henry Davis,1
20230622,Carlos Correa,1
20230622,Byron Buxton,2
20230622,Isiah Kiner-Falefa,1
20230622,Ty France,1
20230622,Teoscar Hernández,1
20230622,Cal Raleigh,1
20230622,Kolten Wong,1
20230622,Marcell Ozuna,1
20230622,Ha-Seong Kim,1
20230622,Manny Machado,1
20230622,Gary Sánchez,1
20230622,Francisco Mejía,1
20230622,Drew Waters,1
20230622,Lane Thomas,1
20230622,Riley Adams,1
20230622,Ketel Marte,1
20230623,Anthony Santander,1
20230623,Teoscar Hernández,1
20230623,Tom Murphy,1
20230623,Rafael Devers,1
20230623,Elly De La Cruz,1
20230623,Jake Fraley,1
20230623,Joey Votto,2
20230623,Ronald Acuna Jr.,1
20230623,Austin Riley,1
20230623,Matt Olson,2
20230623,Travis d'Arnaud,1
20230623,José Ramírez,1
20230623,Willy Adames,2
20230623,Jurickson Profar,1
20230623,Elias Díaz,1
20230623,Shohei Ohtani,1
20230623,Mike Trout,1
20230623,Royce Lewis,1
20230623,Max Kepler,1
20230623,Mookie Betts,1
20230623,Mauricio Dubón,1
20230623,Kyle Tucker,1
20230623,Adolis García,1
20230623,Brandon Nimmo,1
20230623,Ha-Seong Kim,1
20230623,Juan Soto,1
20230623,Xander Bogaerts,1
20230623,Michael Chavis,1
20230623,Patrick Bailey,1
20230623,Evan Longoria,1
20230623,Jose Siri,1
20230623,Nick Pratto,1
20230623,Salvador Perez,1
20230623,Vladimir Guerrero Jr.,1
20230623,JJ Bleday,1
20230623,Shea Langeliers,1
20230624,Anthony Santander,1
20230624,Ryan McKenna,1
20230624,Aaron Hicks,1
20230624,J.P. Crawford,1
20230624,Julio Rodríguez,1
20230624,Mike Ford,2
20230624,Luis Robert Jr.,1
20230624,Andrew Vaughn,1
20230624,Yasmani Grandal,1
20230624,Jake Burger,1
20230624,Triston Casas,1
20230624,Will Benson,1
20230624,Matt McLain,1
20230624,Spencer Steer,1
20230624,Jake Fraley,1
20230624,Ozzie Albies,1
20230624,Matt Olson,1
20230624,Marcell Ozuna,1
20230624,Travis d'Arnaud,1
20230624,Brenton Doyle,1
20230624,Mike Trout,1
20230624,Brandon Drury,1
20230624,Matt Thaiss,1
20230624,Mickey Moniak,1
20230624,David Fletcher,1
20230624,Carlos Correa,1
20230624,Joey Gallo,1
20230624,Will Smith,1
20230624,Jason Heyward,1
20230624,David Peralta,1
20230624,Alex Bregman,1
20230624,Luis Arraez,1
20230624,Billy McKinney,1
20230624,Nick Castellanos,1
20230624,Starling Marte,1
20230624,Lane Thomas,1
20230624,Jeimer Candelario,1
20230624,Luis Matos,1
20230624,Ketel Marte,1
20230624,Ian Happ,2
20230624,Dansby Swanson,1
20230624,Wander Franco,1
20230624,Edward Olivares,1
20230624,Drew Waters,1
20230624,Freddy Fermin,1
20230624,Vladimir Guerrero Jr.,1
20230624,Danny Jansen,1
20230624,Seth Brown,1
20230625,Anthony Santander,1
20230625,Cal Raleigh,1
20230625,Luis Robert Jr.,2
20230625,Matt McLain,1
20230625,Matt Olson,1
20230625,Josh Naylor,1
20230625,Ezequiel Tovar,1
20230625,Donovan Solano,1
20230625,Mookie Betts,1
20230625,Will Smith,1
20230625,José Abreu,1
20230625,Jeremy Peña,1
20230625,Jonathan Davis,1
20230625,Jonah Heim,1
20230625,Trea Turner,1
20230625,Francisco Lindor,1
20230625,Pete Alonso,1
20230625,Ha-Seong Kim,1
