Date,Name,H
20230330,Alex Verdugo,2
20230330,Rafael Devers,2
20230330,Justin Turner,2
20230330,Rob Refsnyder,0
20230330,Masataka Yoshida,2
20230330,Adam Duvall,1
20230330,Triston Casas,0
20230330,Christian Arroyo,1
20230330,Reese McGuire,1
20230330,Connor Wong,0
20230330,Enrique Hernández,0
20230330,Raimel Tapia,0
20230330,Cedric Mullins,1
20230330,Adley Rutschman,5
20230330,Anthony Santander,2
20230330,Ryan McKenna,0
20230330,Ryan Mountcastle,1
20230330,Gunnar Henderson,0
20230330,Ramón Urías,2
20230330,Austin Hays,0
20230330,Adam Frazier,2
20230330,Jorge Mateo,2
20230330,Nico Hoerner,1
20230330,Dansby Swanson,3
20230330,Ian Happ,1
20230330,Cody Bellinger,0
20230330,Trey Mancini,1
20230330,Yan Gomes,0
20230330,Eric Hosmer,0
20230330,Patrick Wisdom,0
20230330,Miles Mastrobuoni,0
20230330,Christian Yelich,0
20230330,Jesse Winker,0
20230330,Willy Adames,1
20230330,Rowdy Tellez,0
20230330,William Contreras,1
20230330,Luis Urías,0
20230330,Garrett Mitchell,0
20230330,Brian Anderson,1
20230330,Brice Turang,1
20230330,Jonathan India,2
20230330,TJ Friedl,0
20230330,Jake Fraley,2
20230330,Tyler Stephenson,0
20230330,Jason Vosler,1
20230330,Wil Myers,1
20230330,Spencer Steer,1
20230330,Stuart Fairchild,0
20230330,Will Benson,0
20230330,Jose Barrero,0
20230330,Oneil Cruz,1
20230330,Bryan Reynolds,1
20230330,Andrew McCutchen,1
20230330,Carlos Santana,0
20230330,Canaan Smith-Njigba,1
20230330,Rodolfo Castro,0
20230330,Ke'Bryan Hayes,0
20230330,Jack Suwinski,0
20230330,Ji Hwan Bae,2
20230330,Austin Hedges,0
20230330,Jeremy Peña,1
20230330,Alex Bregman,0
20230330,Yordan Alvarez,1
20230330,José Abreu,1
20230330,Kyle Tucker,0
20230330,Yainer Diaz,0
20230330,Jake Meyers,0
20230330,Martín Maldonado,1
20230330,Mauricio Dubón,0
20230330,Tim Anderson,2
20230330,Luis Robert Jr.,2
20230330,Andrew Vaughn,1
20230330,Eloy Jiménez,0
20230330,Yoán Moncada,1
20230330,Andrew Benintendi,1
20230330,Yasmani Grandal,1
20230330,Elvis Andrus,1
20230330,Romy Gonzalez,1
20230330,Oscar Colás,1
20230330,Bobby Witt,0
20230330,MJ Melendez,0
20230330,Salvador Perez,1
20230330,Vinnie Pasquantino,0
20230330,Franmil Reyes,0
20230330,Michael Massey,0
20230330,Hunter Dozier,0
20230330,Kyle Isbel,1
20230330,Edward Olivares,0
20230330,Max Kepler,0
20230330,Carlos Correa,1
20230330,Byron Buxton,2
20230330,Trevor Larnach,2
20230330,Jose Miranda,0
20230330,Nick Gordon,0
20230330,Kyle Farmer,1
20230330,Joey Gallo,1
20230330,Donovan Solano,1
20230330,Christian Vázquez,2
20230330,Michael A. Taylor,1
20230330,Mookie Betts,0
20230330,Freddie Freeman,2
20230330,Will Smith,3
20230330,Max Muncy,0
20230330,J.D. Martinez,1
20230330,David Peralta,2
20230330,Miguel Vargas,0
20230330,James Outman,2
20230330,Miguel Rojas,2
20230330,Kyle Lewis,0
20230330,Ketel Marte,1
20230330,Lourdes Gurriel Jr.,1
20230330,Christian Walker,1
20230330,Evan Longoria,0
20230330,Nick Ahmed,1
20230330,Corbin Carroll,0
20230330,Gabriel Moreno,0
20230330,Jake McCarthy,0
20230330,Luis Arraez,2
20230330,Jean Segura,0
20230330,Garrett Cooper,1
20230330,Jazz Chisholm Jr.,0
20230330,Jorge Soler,1
20230330,Avisaíl García,0
20230330,Bryan De La Cruz,0
20230330,Jacob Stallings,1
20230330,Joey Wendle,0
20230330,Jon Berti,0
20230330,Brandon Nimmo,1
20230330,Starling Marte,2
20230330,Francisco Lindor,1
20230330,Pete Alonso,0
20230330,Jeff McNeil,2
20230330,Mark Canha,0
20230330,Daniel Vogelbach,0
20230330,Tommy Pham,0
20230330,Eduardo Escobar,1
20230330,Omar Narváez,1
20230330,DJ LeMahieu,1
20230330,Aaron Judge,2
20230330,Anthony Rizzo,1
20230330,Giancarlo Stanton,1
20230330,Estevan Florial,0
20230330,Josh Donaldson,1
20230330,Gleyber Torres,1
20230330,Oswaldo Cabrera,0
20230330,Jose Trevino,1
20230330,Anthony Volpe,0
20230330,LaMonte Wade Jr.,0
20230330,Michael Conforto,1
20230330,Wilmer Flores,0
20230330,Joc Pederson,0
20230330,Mike Yastrzemski,0
20230330,J.D. Davis,0
20230330,Thairo Estrada,2
20230330,Brandon Crawford,0
20230330,Blake Sabol,0
20230330,David Villar,0
20230330,Brett Wisely,0
20230330,Roberto Pérez,1
20230330,Matt Beaty,0
20230330,Joey Bart,0
20230330,Tony Kemp,1
20230330,Conner Capel,0
20230330,Brent Rooker,0
20230330,Aledmys Díaz,2
20230330,Nick Allen,0
20230330,Seth Brown,2
20230330,Jesús Aguilar,0
20230330,Ryan Noda,0
20230330,Ramón Laureano,0
20230330,Jace Peterson,0
20230330,Shea Langeliers,0
20230330,Esteury Ruiz,1
20230330,Taylor Ward,1
20230330,Mike Trout,0
20230330,Shohei Ohtani,1
20230330,Anthony Rendon,0
20230330,Hunter Renfroe,0
20230330,Luis Rengifo,0
20230330,Brett Phillips,0
20230330,Brandon Drury,0
20230330,Gio Urshela,2
20230330,Logan O'Hoppe,1
20230330,Trent Grisham,1
20230330,Juan Soto,0
20230330,Manny Machado,1
20230330,Xander Bogaerts,3
20230330,Jake Cronenworth,0
20230330,Matt Carpenter,0
20230330,Austin Nola,1
20230330,Ha-Seong Kim,1
20230330,David Dahl,0
20230330,Yonathan Daza,1
20230330,Kris Bryant,3
20230330,Charlie Blackmon,3
20230330,C.J. Cron,4
20230330,Elehuris Montero,2
20230330,Alan Trejo,0
20230330,Ryan McMahon,1
20230330,Elias Díaz,1
20230330,Harold Castro,1
20230330,Ezequiel Tovar,1
20230330,Julio Rodríguez,0
20230330,Kolten Wong,0
20230330,Ty France,3
20230330,Teoscar Hernández,0
20230330,Cal Raleigh,1
20230330,Eugenio Suárez,1
20230330,Jarred Kelenic,1
20230330,Tommy La Stella,0
20230330,J.P. Crawford,1
20230330,Steven Kwan,0
20230330,Amed Rosario,1
20230330,José Ramírez,1
20230330,Josh Bell,1
20230330,Josh Naylor,0
20230330,Andrés Giménez,0
20230330,Will Brennan,1
20230330,Mike Zunino,0
20230330,Myles Straw,0
20230330,Brendan Donovan,3
20230330,Lars Nootbaar,1
20230330,Paul Goldschmidt,2
20230330,Nolan Arenado,2
20230330,Willson Contreras,2
20230330,Andrew Knizner,0
20230330,Tyler O'Neill,1
20230330,Nolan Gorman,1
20230330,Jordan Walker,1
20230330,Tommy Edman,2
20230330,George Springer,5
20230330,Bo Bichette,4
20230330,Vladimir Guerrero Jr.,2
20230330,Daulton Varsho,1
20230330,Alejandro Kirk,1
20230330,Brandon Belt,1
20230330,Nathan Lukes,0
20230330,Cavan Biggio,0
20230330,Matt Chapman,3
20230330,Whit Merrifield,0
20230330,Kevin Kiermaier,2
20230330,Yandy Díaz,0
20230330,Taylor Walls,0
20230330,Wander Franco,2
20230330,Isaac Paredes,1
20230330,Randy Arozarena,1
20230330,Harold Ramírez,0
20230330,Luke Raley,1
20230330,Manuel Margot,0
20230330,Brandon Lowe,0
20230330,Christian Bethancourt,0
20230330,Jose Siri,1
20230330,Matt Vierling,0
20230330,Zach McKinstry,0
20230330,Javier Báez,1
20230330,Riley Greene,1
20230330,Eric Haase,0
20230330,Spencer Torkelson,0
20230330,Austin Meadows,3
20230330,Miguel Cabrera,1
20230330,Jonathan Schoop,0
20230330,Nick Maton,0
20230330,Ryan Kreidler,0
20230330,Marcus Semien,2
20230330,Corey Seager,1
20230330,Nathaniel Lowe,1
20230330,Adolis García,2
20230330,Josh Jung,0
20230330,Jonah Heim,2
20230330,Robbie Grossman,1
20230330,Brad Miller,1
20230330,Josh H. Smith,0
20230330,Bubba Thompson,0
20230330,Trea Turner,1
20230330,Kyle Schwarber,0
20230330,J.T. Realmuto,3
20230330,Darick Hall,0
20230330,Nick Castellanos,2
20230330,Bryson Stott,1
20230330,Alec Bohm,3
20230330,Jake Cave,0
20230330,Brandon Marsh,2
20230330,Lane Thomas,1
20230330,Joey Meneses,2
20230330,Jeimer Candelario,0
20230330,Dominic Smith,2
20230330,Keibert Ruiz,2
20230330,Alex Call,0
20230330,Corey Dickerson,0
20230330,Luis García,0
20230330,Victor Robles,1
20230330,CJ Abrams,0
20230330,Ronald Acuna Jr.,2
20230330,Matt Olson,2
20230330,Austin Riley,0
20230330,Ozzie Albies,2
20230330,Sean Murphy,0
20230330,Marcell Ozuna,0
20230330,Sam Hilliard,0
20230330,Michael Harris II,1
20230330,Travis d'Arnaud,4
20230330,Orlando Arcia,1
20230331,Jeremy Peña,1
20230331,Alex Bregman,0
20230331,Yordan Alvarez,1
20230331,José Abreu,1
20230331,Kyle Tucker,1
20230331,Corey Julks,1
20230331,David Hensley,2
20230331,Jake Meyers,0
20230331,Martín Maldonado,0
20230331,Tim Anderson,2
20230331,Luis Robert Jr.,1
20230331,Andrew Benintendi,1
20230331,Eloy Jiménez,2
20230331,Yoán Moncada,3
20230331,Gavin Sheets,0
20230331,Yasmani Grandal,1
20230331,Oscar Colás,0
20230331,Elvis Andrus,1
20230331,Mookie Betts,1
20230331,Freddie Freeman,0
20230331,Will Smith,1
20230331,Max Muncy,1
20230331,J.D. Martinez,0
20230331,David Peralta,1
20230331,Miguel Vargas,1
20230331,James Outman,0
20230331,Miguel Rojas,0
20230331,Josh Rojas,0
20230331,Kyle Lewis,1
20230331,Drey Jameson,0
20230331,Scott McGough,0
20230331,Andrew Chafin,0
20230331,Ketel Marte,0
20230331,Lourdes Gurriel Jr.,1
20230331,Christian Walker,1
20230331,Corbin Carroll,2
20230331,Gabriel Moreno,1
20230331,Jake McCarthy,0
20230331,Alek Thomas,0
20230331,Nick Ahmed,0
20230331,Geraldo Perdomo,0
20230331,Evan Longoria,1
20230331,Luis Arraez,1
20230331,Jean Segura,0
20230331,Garrett Cooper,3
20230331,Jazz Chisholm Jr.,1
20230331,Jorge Soler,2
20230331,Bryan De La Cruz,0
20230331,Avisaíl García,0
20230331,Yuli Gurriel,1
20230331,Nick Fortes,1
20230331,Jon Berti,1
20230331,Joey Wendle,0
20230331,Brandon Nimmo,0
20230331,Starling Marte,2
20230331,Francisco Lindor,0
20230331,Pete Alonso,1
20230331,Mark Canha,0
20230331,Jeff McNeil,0
20230331,Eduardo Escobar,0
20230331,Tommy Pham,0
20230331,Luis Guillorme,0
20230331,Tomás Nido,0
20230331,Daniel Vogelbach,1
20230331,Tim Locastro,0
20230331,Omar Narváez,0
20230331,Xander Bogaerts,1
20230331,Juan Soto,0
20230331,Manny Machado,1
20230331,Nelson Cruz,0
20230331,Jake Cronenworth,0
20230331,Austin Nola,0
20230331,Matt Carpenter,0
20230331,Ha-Seong Kim,3
20230331,Trent Grisham,0
20230331,José Azocar,0
20230331,Yonathan Daza,2
20230331,Kris Bryant,1
20230331,Charlie Blackmon,2
20230331,C.J. Cron,1
20230331,Ryan McMahon,0
20230331,Elehuris Montero,2
20230331,Alan Trejo,0
20230331,Elias Díaz,0
20230331,Harold Castro,0
20230331,Ezequiel Tovar,1
20230331,Julio Rodríguez,2
20230331,Kolten Wong,1
20230331,Ty France,1
20230331,Teoscar Hernández,0
20230331,Cal Raleigh,1
20230331,Eugenio Suárez,1
20230331,Jarred Kelenic,1
20230331,Cooper Hummel,0
20230331,J.P. Crawford,0
20230331,Steven Kwan,2
20230331,Amed Rosario,2
20230331,José Ramírez,1
20230331,Josh Bell,0
20230331,Gabriel Arias,0
20230331,Josh Naylor,2
20230331,Oscar Gonzalez,2
20230331,Andrés Giménez,2
20230331,Mike Zunino,1
20230331,Myles Straw,1
20230401,Alex Verdugo,1
20230401,Yu Chang,0
20230401,Rafael Devers,3
20230401,Justin Turner,2
20230401,Masataka Yoshida,0
20230401,Rob Refsnyder,0
20230401,Adam Duvall,4
20230401,Triston Casas,0
20230401,Christian Arroyo,0
20230401,Raimel Tapia,0
20230401,Reese McGuire,0
20230401,Enrique Hernández,1
20230401,Ramón Urías,0
20230401,Adam Frazier,0
20230401,Adley Rutschman,1
20230401,Ryan Mountcastle,2
20230401,Anthony Santander,2
20230401,Austin Hays,5
20230401,Gunnar Henderson,0
20230401,Jorge Mateo,0
20230401,Cedric Mullins,2
20230401,Ryan McKenna,1
20230401,Nico Hoerner,0
20230401,Dansby Swanson,3
20230401,Ian Happ,2
20230401,Cody Bellinger,0
20230401,Trey Mancini,0
20230401,Miles Mastrobuoni,0
20230401,Edwin Rios,0
20230401,Eric Hosmer,0
20230401,Nick Madrigal,0
20230401,Tucker Barnhart,0
20230401,Luis Torrens,0
20230401,Mike Brosseau,0
20230401,Willy Adames,0
20230401,Christian Yelich,1
20230401,William Contreras,1
20230401,Luke Voit,0
20230401,Rowdy Tellez,0
20230401,Brian Anderson,1
20230401,Owen Miller,1
20230401,Garrett Mitchell,0
20230401,Joey Wiemer,1
20230401,Jesse Winker,1
20230401,Brice Turang,0
20230401,Jonathan India,1
20230401,Spencer Steer,0
20230401,Wil Myers,0
20230401,Tyler Stephenson,2
20230401,Jason Vosler,0
20230401,Kevin Newman,2
20230401,Stuart Fairchild,0
20230401,Jake Fraley,1
20230401,Curt Casali,0
20230401,Jose Barrero,0
20230401,TJ Friedl,0
20230401,Ke'Bryan Hayes,1
20230401,Bryan Reynolds,1
20230401,Andrew McCutchen,0
20230401,Carlos Santana,2
20230401,Connor Joe,1
20230401,Oneil Cruz,2
20230401,Rodolfo Castro,0
20230401,Canaan Smith-Njigba,0
20230401,Ji Hwan Bae,0
20230401,Austin Hedges,0
20230401,Ji Man Choi,0
20230401,Jeremy Peña,2
20230401,Alex Bregman,0
20230401,Yordan Alvarez,3
20230401,José Abreu,2
20230401,Kyle Tucker,2
20230401,Chas McCormick,1
20230401,David Hensley,0
20230401,Yainer Diaz,0
20230401,Corey Julks,1
20230401,Tim Anderson,2
20230401,Luis Robert Jr.,0
20230401,Andrew Benintendi,2
20230401,Eloy Jiménez,1
20230401,Romy Gonzalez,0
20230401,Yoán Moncada,1
20230401,Andrew Vaughn,0
20230401,Oscar Colás,2
20230401,Elvis Andrus,0
20230401,Seby Zavala,2
20230401,Yasmani Grandal,0
20230401,Bobby Witt,0
20230401,MJ Melendez,0
20230401,Salvador Perez,2
20230401,Vinnie Pasquantino,1
20230401,Franmil Reyes,0
20230401,Hunter Dozier,0
20230401,Kyle Isbel,1
20230401,Nate Eaton,0
20230401,Michael Massey,0
20230401,Nicky Lopez,0
20230401,Max Kepler,0
20230401,Carlos Correa,0
20230401,Byron Buxton,2
20230401,Trevor Larnach,0
20230401,Jose Miranda,1
20230401,Nick Gordon,0
20230401,Kyle Farmer,0
20230401,Joey Gallo,0
20230401,Christian Vázquez,2
20230401,Michael A. Taylor,0
20230401,Mookie Betts,1
20230401,Jason Heyward,0
20230401,Freddie Freeman,1
20230401,J.D. Martinez,2
20230401,Max Muncy,0
20230401,James Outman,0
20230401,Chris Taylor,0
20230401,Miguel Vargas,1
20230401,Trayce Thompson,3
20230401,Miguel Rojas,0
20230401,Austin Barnes,0
20230401,Kyle Lewis,1
20230401,Ketel Marte,0
20230401,Lourdes Gurriel Jr.,0
20230401,Christian Walker,2
20230401,Jose Herrera,0
20230401,Evan Longoria,0
20230401,Geraldo Perdomo,0
20230401,Corbin Carroll,0
20230401,Nick Ahmed,1
20230401,Gabriel Moreno,1
20230401,Alek Thomas,0
20230401,Luis Arraez,4
20230401,Jorge Soler,0
20230401,Garrett Cooper,1
20230401,Jazz Chisholm Jr.,1
20230401,Bryan De La Cruz,0
20230401,Jean Segura,1
20230401,Jesús Sánchez,1
20230401,Nick Fortes,2
20230401,Joey Wendle,0
20230401,Brandon Nimmo,1
20230401,Francisco Lindor,1
20230401,Jeff McNeil,1
20230401,Pete Alonso,2
20230401,Daniel Vogelbach,0
20230401,Tommy Pham,1
20230401,Mark Canha,3
20230401,Luis Guillorme,0
20230401,Starling Marte,1
20230401,Eduardo Escobar,0
20230401,Omar Narváez,2
20230401,DJ LeMahieu,1
20230401,Aaron Judge,3
20230401,Anthony Rizzo,1
20230401,Giancarlo Stanton,1
20230401,Josh Donaldson,1
20230401,Gleyber Torres,0
20230401,Oswaldo Cabrera,1
20230401,Jose Trevino,0
20230401,Aaron Hicks,0
20230401,Anthony Volpe,2
20230401,LaMonte Wade Jr.,1
20230401,Michael Conforto,0
20230401,Thairo Estrada,1
20230401,Joc Pederson,2
20230401,Mike Yastrzemski,2
20230401,David Villar,2
20230401,Brandon Crawford,3
20230401,Blake Sabol,1
20230401,Bryce Johnson,0
20230401,Roberto Pérez,0
20230401,Esteury Ruiz,0
20230401,Aledmys Díaz,1
20230401,Seth Brown,0
20230401,Jesús Aguilar,1
20230401,Ryan Noda,0
20230401,Brent Rooker,0
20230401,Carlos Pérez,1
20230401,Ramón Laureano,1
20230401,Conner Capel,1
20230401,Shea Langeliers,0
20230401,Tony Kemp,0
20230401,Nick Allen,0
20230401,Taylor Ward,3
20230401,Mike Trout,1
20230401,Brett Phillips,0
20230401,Shohei Ohtani,2
20230401,Anthony Rendon,0
20230401,David Fletcher,0
20230401,Hunter Renfroe,0
20230401,Jake Lamb,1
20230401,Luis Rengifo,0
20230401,Gio Urshela,3
20230401,Logan O'Hoppe,1
20230401,Trent Grisham,1
20230401,Manny Machado,2
20230401,Juan Soto,1
20230401,Xander Bogaerts,1
20230401,Jake Cronenworth,1
20230401,Matt Carpenter,2
20230401,Luis Campusano,1
20230401,Rougned Odor,0
20230401,David Dahl,0
20230401,José Azocar,1
20230401,Yonathan Daza,0
20230401,Kris Bryant,1
20230401,Charlie Blackmon,1
20230401,C.J. Cron,2
20230401,Ryan McMahon,1
20230401,Elehuris Montero,0
20230401,Mike Moustakas,0
20230401,Elias Díaz,1
20230401,Ezequiel Tovar,0
20230401,Julio Rodríguez,2
20230401,Kolten Wong,0
20230401,Ty France,0
20230401,Eugenio Suárez,0
20230401,Jarred Kelenic,0
20230401,Teoscar Hernández,0
20230401,Tommy La Stella,1
20230401,Sam Haggerty,0
20230401,Tom Murphy,0
20230401,Cal Raleigh,0
20230401,J.P. Crawford,0
20230401,Steven Kwan,1
20230401,Amed Rosario,0
20230401,José Ramírez,1
20230401,Josh Bell,0
20230401,Gabriel Arias,0
20230401,Josh Naylor,1
20230401,Oscar Gonzalez,0
20230401,Andrés Giménez,1
20230401,Myles Straw,1
20230401,Cam Gallagher,0
20230401,Brendan Donovan,1
20230401,Alec Burleson,0
20230401,Dylan Carlson,0
20230401,Paul Goldschmidt,2
20230401,Nolan Arenado,1
20230401,Nolan Gorman,1
20230401,Tyler O'Neill,1
20230401,Jordan Walker,2
20230401,Andrew Knizner,1
20230401,Tommy Edman,1
20230401,George Springer,0
20230401,Bo Bichette,1
20230401,Vladimir Guerrero Jr.,0
20230401,Daulton Varsho,0
20230401,Matt Chapman,0
20230401,Brandon Belt,0
20230401,Nathan Lukes,0
20230401,Danny Jansen,0
20230401,Cavan Biggio,0
20230401,Kevin Kiermaier,2
20230401,Yandy Díaz,3
20230401,Brandon Lowe,1
20230401,Isaac Paredes,0
20230401,Randy Arozarena,1
20230401,Wander Franco,3
20230401,Luke Raley,0
20230401,Jose Siri,1
20230401,Taylor Walls,1
20230401,Josh Lowe,2
20230401,Francisco Mejía,1
20230401,Nick Maton,0
20230401,Riley Greene,0
20230401,Javier Báez,0
20230401,Ryan Kreidler,0
20230401,Kerry Carpenter,2
20230401,Austin Meadows,1
20230401,Jake Rogers,0
20230401,Spencer Torkelson,1
20230401,Miguel Cabrera,1
20230401,Zach McKinstry,1
20230401,Eric Haase,0
20230401,Marcus Semien,1
20230401,Corey Seager,1
20230401,Taylor Hearn,0
20230401,Nathaniel Lowe,3
20230401,Adolis García,3
20230401,Travis Jankowski,1
20230401,Josh Jung,1
20230401,Robbie Grossman,2
20230401,Bubba Thompson,1
20230401,Mitch Garver,2
20230401,Brad Miller,1
20230401,Ezequiel Duran,0
20230401,Josh H. Smith,1
20230401,Trea Turner,2
20230401,Kyle Schwarber,0
20230401,J.T. Realmuto,1
20230401,Garrett Stubbs,0
20230401,Darick Hall,2
20230401,Josh Harrison,0
20230401,Nick Castellanos,2
20230401,Edmundo Sosa,0
20230401,Bryson Stott,2
20230401,Alec Bohm,0
20230401,Jake Cave,0
20230401,Brandon Marsh,0
20230401,Cristian Pache,0
20230401,Luis García,0
20230401,Joey Meneses,0
20230401,Dominic Smith,0
20230401,Keibert Ruiz,2
20230401,Corey Dickerson,0
20230401,Ildemaro Vargas,0
20230401,Jeimer Candelario,0
20230401,Lane Thomas,2
20230401,CJ Abrams,0
20230401,Victor Robles,1
20230401,Ronald Acuna Jr.,1
20230401,Matt Olson,2
20230401,Austin Riley,1
20230401,Ozzie Albies,1
20230401,Michael Harris II,1
20230401,Travis d'Arnaud,1
20230401,Eddie Rosario,0
20230401,Marcell Ozuna,1
20230401,Orlando Arcia,3
20230402,Rob Refsnyder,1
20230402,Rafael Devers,2
20230402,Justin Turner,1
20230402,Masataka Yoshida,2
20230402,Adam Duvall,3
20230402,Alex Verdugo,2
20230402,Christian Arroyo,0
20230402,Triston Casas,1
20230402,Yu Chang,0
20230402,Enrique Hernández,2
20230402,Connor Wong,0
20230402,Cedric Mullins,2
20230402,Adley Rutschman,0
20230402,Anthony Santander,1
20230402,Ryan Mountcastle,1
20230402,Gunnar Henderson,0
20230402,Terrin Vavra,1
20230402,Austin Hays,1
20230402,Adam Frazier,3
20230402,Ramón Urías,1
20230402,Kyle Stowers,0
20230402,Nico Hoerner,2
20230402,Dansby Swanson,1
20230402,Ian Happ,0
20230402,Trey Mancini,1
20230402,Yan Gomes,1
20230402,Cody Bellinger,0
20230402,Patrick Wisdom,2
20230402,Luis Torrens,1
20230402,Miles Mastrobuoni,0
20230402,Nick Madrigal,1
20230402,Christian Yelich,2
20230402,Jesse Winker,2
20230402,Willy Adames,1
20230402,Rowdy Tellez,1
20230402,Brian Anderson,1
20230402,Garrett Mitchell,2
20230402,Victor Caratini,1
20230402,Brice Turang,2
20230402,Joey Wiemer,1
20230402,Jonathan India,2
20230402,TJ Friedl,2
20230402,Jake Fraley,1
20230402,Tyler Stephenson,1
20230402,Jason Vosler,2
20230402,Wil Myers,0
20230402,Spencer Steer,1
20230402,Will Benson,0
20230402,Kevin Newman,0
20230402,Oneil Cruz,1
20230402,Bryan Reynolds,1
20230402,Andrew McCutchen,1
20230402,Carlos Santana,0
20230402,Jason Delay,0
20230402,Ji Man Choi,0
20230402,Ke'Bryan Hayes,0
20230402,Connor Joe,2
20230402,Ji Hwan Bae,0
20230402,Austin Hedges,0
20230402,Rodolfo Castro,1
20230402,Jeremy Peña,0
20230402,Alex Bregman,0
20230402,Kyle Tucker,1
20230402,José Abreu,2
20230402,David Hensley,1
20230402,Chas McCormick,1
20230402,Corey Julks,0
20230402,Mauricio Dubón,1
20230402,Martín Maldonado,1
20230402,César Salazar,0
20230402,Tim Anderson,1
20230402,Luis Robert Jr.,2
20230402,Andrew Benintendi,0
20230402,Eloy Jiménez,0
20230402,Yoán Moncada,3
20230402,Hanser Alberto,0
20230402,Andrew Vaughn,2
20230402,Yasmani Grandal,3
20230402,Oscar Colás,2
20230402,Elvis Andrus,0
20230402,MJ Melendez,0
20230402,Bobby Witt,0
20230402,Vinnie Pasquantino,0
20230402,Salvador Perez,1
20230402,Michael Massey,1
20230402,Edward Olivares,2
20230402,Kyle Isbel,0
20230402,Jackie Bradley Jr.,0
20230402,Matt Duffy,2
20230402,Max Kepler,0
20230402,Carlos Correa,1
20230402,Byron Buxton,2
20230402,Trevor Larnach,3
20230402,Jose Miranda,1
20230402,Nick Gordon,0
20230402,Kyle Farmer,0
20230402,Joey Gallo,3
20230402,Ryan Jeffers,2
20230402,Michael A. Taylor,1
20230402,Mookie Betts,1
20230402,Freddie Freeman,2
20230402,Will Smith,1
20230402,J.D. Martinez,0
20230402,David Peralta,0
20230402,Miguel Vargas,0
20230402,Trayce Thompson,0
20230402,James Outman,0
20230402,Austin Barnes,0
20230402,Chris Taylor,0
20230402,Miguel Rojas,0
20230402,Jason Heyward,0
20230402,Josh Rojas,0
20230402,Ketel Marte,1
20230402,Lourdes Gurriel Jr.,2
20230402,Christian Walker,2
20230402,Corbin Carroll,1
20230402,Jake McCarthy,1
20230402,Alek Thomas,0
20230402,Geraldo Perdomo,2
20230402,Jose Herrera,0
20230402,Luis Arraez,2
20230402,Jorge Soler,1
20230402,Jazz Chisholm Jr.,0
20230402,Avisaíl García,0
20230402,Yuli Gurriel,1
20230402,Jesús Sánchez,0
20230402,Jon Berti,0
20230402,Jacob Stallings,0
20230402,Joey Wendle,0
20230402,Tommy Pham,3
20230402,Starling Marte,0
20230402,Francisco Lindor,0
20230402,Pete Alonso,0
20230402,Mark Canha,1
20230402,Jeff McNeil,1
20230402,Eduardo Escobar,0
20230402,Tomás Nido,0
20230402,Tim Locastro,0
20230402,Brandon Nimmo,0
20230402,Gleyber Torres,1
20230402,Aaron Judge,1
20230402,Anthony Rizzo,1
20230402,Giancarlo Stanton,1
20230402,Josh Donaldson,0
20230402,Oswaldo Cabrera,2
20230402,Isiah Kiner-Falefa,0
20230402,Kyle Higashioka,1
20230402,Anthony Volpe,0
20230402,LaMonte Wade Jr.,0
20230402,Michael Conforto,0
20230402,J.D. Davis,1
20230402,Joc Pederson,0
20230402,Mike Yastrzemski,1
20230402,David Villar,0
20230402,Brandon Crawford,0
20230402,Blake Sabol,0
20230402,Thairo Estrada,1
20230402,Esteury Ruiz,0
20230402,Aledmys Díaz,0
20230402,Seth Brown,0
20230402,Jesús Aguilar,2
20230402,Brent Rooker,0
20230402,Ryan Noda,0
20230402,Ramón Laureano,1
20230402,Shea Langeliers,2
20230402,Tony Kemp,0
20230402,Nick Allen,0
20230402,Jace Peterson,0
20230402,Taylor Ward,3
20230402,Mike Trout,3
20230402,Shohei Ohtani,1
20230402,Matt Thaiss,0
20230402,Hunter Renfroe,1
20230402,Brandon Drury,0
20230402,Luis Rengifo,0
20230402,Gio Urshela,0
20230402,Logan O'Hoppe,2
20230402,David Fletcher,1
20230402,Xander Bogaerts,1
20230402,Manny Machado,0
20230402,Juan Soto,0
20230402,Nelson Cruz,0
20230402,Jake Cronenworth,0
20230402,Ha-Seong Kim,0
20230402,Austin Nola,1
20230402,Trent Grisham,1
20230402,José Azocar,1
20230402,Jurickson Profar,0
20230402,Kris Bryant,1
20230402,Charlie Blackmon,1
20230402,C.J. Cron,0
20230402,Ryan McMahon,1
20230402,Elehuris Montero,0
20230402,Yonathan Daza,0
20230402,Ezequiel Tovar,0
20230402,Brian Serven,1
20230402,Mike Moustakas,0
20230402,Elias Díaz,0
20230402,Julio Rodríguez,2
20230402,Kolten Wong,0
20230402,Sam Haggerty,0
20230402,Ty France,2
20230402,Eugenio Suárez,2
20230402,Cal Raleigh,2
20230402,Teoscar Hernández,1
20230402,Jarred Kelenic,0
20230402,AJ Pollock,0
20230402,Tommy La Stella,0
20230402,Cooper Hummel,0
20230402,J.P. Crawford,0
20230402,Steven Kwan,1
20230402,Amed Rosario,1
20230402,José Ramírez,1
20230402,Josh Bell,0
20230402,Oscar Gonzalez,0
20230402,Josh Naylor,0
20230402,Gabriel Arias,1
20230402,Andrés Giménez,1
20230402,Mike Zunino,3
20230402,Will Brennan,0
20230402,Meibrys Viloria,0
20230402,Myles Straw,1
20230402,Brendan Donovan,1
20230402,Alec Burleson,3
20230402,Tyler O'Neill,0
20230402,Paul Goldschmidt,2
20230402,Nolan Arenado,1
20230402,Willson Contreras,2
20230402,Nolan Gorman,2
