Date,Name,Goal
19340527,Josef Bican (Austria),1
19340527,Franz Cisar (Austria),0
19340527,Peter Platzer (Austria),0
19340527,Anton Schall (Austria),1
19340527,Karl Sesta (Austria),0
19340527,Matthias Sindelar (Austria),1
19340527,Josef Smistik (Austria),0
19340527,Johann Urbanek (Austria),0
19340527,Rudolf Viertl (Austria),0
19340527,Franz Wagner (Austria),0
19340527,Karl Zischek (Austria),0
19340527,Joseph Alcazar (France),0
19340527,Alfred Aston (France),0
19340527,Edmond Delfour (France),0
19340527,Fritz Keller (France),0
19340527,Noël Liétaer (France),0
19340527,Jacques Mairesse (France),0
19340527,Étienne Mattler (France),0
19340527,Jean Nicolas (France),1
19340527,Roger Rio (France),0
19340527,Alex Thépot (France),0
19340527,Georges Verriest (France),1
19340527,Štefan Čambal (Czechoslovakia),0
19340527,Josef Čtyřoký (Czechoslovakia),0
19340527,František Junek (Czechoslovakia),0
19340527,Josef Košťálek (Czechoslovakia),0
19340527,Rudolf Krčil (Czechoslovakia),0
19340527,Oldřich Nejedlý (Czechoslovakia),1
19340527,František Plánička (Czechoslovakia),0
19340527,Antonín Puč (Czechoslovakia),1
19340527,Josef Silný (Czechoslovakia),0
19340527,Jiří Sobotka (Czechoslovakia),0
19340527,Ladislav Ženíšek (Czechoslovakia),0
19340527,Gheorghe Albu (Romania),0
19340527,Silviu Bindea (Romania),0
19340527,Iuliu Bodola (Romania),0
19340527,Vasile Deheleanu (Romania),0
19340527,Ștefan Dobay (Romania),1
19340527,Rudolf Kotormány (Romania),0
19340527,Nicolae Kovács (Romania),0
19340527,József Moravetz (Romania),0
19340527,Grațian Sepi (Romania),0
19340527,Emerich Vogl (Romania),0
19340527,Vilmos Zombori (Romania),0
19340527,Edmund Conen (Germany),3
19340527,Sigmund Haringer (Germany),0
19340527,Karl Hohmann (Germany),0
19340527,Paul Janes (Germany),0
19340527,Stanislaus Kobierski (Germany),1
19340527,Willibald Kreß (Germany),0
19340527,Ernst Lehner (Germany),0
19340527,Hans Schwartz (Germany),0
19340527,Otto Siffling (Germany),1
19340527,Fritz Szepan (Germany),0
19340527,Paul Zielinski (Germany),0
19340527,Jean Capelle (Belgium),0
19340527,Jean Claessens (Belgium),0
19340527,François Devries (Belgium),0
19340527,Laurent Grimmonprez (Belgium),0
19340527,Albert Heremans (Belgium),0
19340527,Constant Joacim (Belgium),0
19340527,Frans Peeraer (Belgium),0
19340527,Philibert Smellinckx (Belgium),0
19340527,André Vandewyer (Belgium),0
19340527,Bernard Voorhoof (Belgium),2
19340527,Félix Welkenhuysen (Belgium),0
19340527,Gyula Futó (Hungary),0
19340527,Gyula Lázár (Hungary),0
19340527,Imre Markos (Hungary),0
19340527,Gábor P. Szabó (Hungary),0
19340527,István Palotás (Hungary),0
19340527,László Sternberg (Hungary),0
19340527,Antal Szabó (Hungary),0
19340527,György Szűcs (Hungary),0
19340527,Pál Teleki (Hungary),1
19340527,Géza Toldi (Hungary),2
19340527,Jenő Vincze (Hungary),1
19340527,Abdulrahman Fawzi (Egypt),2
19340527,Mohammed Hassan (Egypt),0
19340527,Ali El-Kaf (Egypt),0
19340527,Hafez Kasseb (Egypt),0
19340527,Mohamed Latif (Egypt),0
19340527,Kamel Mosaoud (Egypt),0
19340527,Ismail Rafaat (Egypt),0
19340527,Hassan Raghab (Egypt),0
19340527,Ibrahim Abdel Hamidu Sharli (Egypt),0
19340527,Mostafa Taha (Egypt),0
19340527,Mahmoud Mokhtar El-Tetsh (Egypt),0
19340527,Luigi Allemandi (Italy),0
19340527,Luigi Bertolini (Italy),0
19340527,Gianpiero Combi (Italy),0
